KPI Name,Value,Date,Notes,Chart Type,Category
Server Load 10,49.92,2024-08-21,,line,
Server Load 10,52.64,2024-08-22,,line,
Server Load 10,55.63,2024-08-23,,line,
Server Load 10,54.73,2024-08-24,,line,
Server Load 10,58.19,2024-08-25,,line,
Server Load 10,56.25,2024-08-26,,line,
Server Load 10,60.86,2024-08-27,,line,
Server Load 10,59.43,2024-08-28,,line,
Server Load 10,59.21,2024-08-29,,line,
Server Load 10,58.32,2024-08-30,,line,
Server Load 10,58.00,2024-08-31,,line,
Server Load 10,61.88,2024-09-01,,line,
Server Load 10,59.07,2024-09-02,,line,
Server Load 10,55.14,2024-09-03,,line,
Server Load 10,53.77,2024-09-04,,line,
Server Load 10,53.49,2024-09-05,,line,
Server Load 10,55.14,2024-09-06,,line,
Server Load 10,55.66,2024-09-07,,line,
Server Load 10,59.00,2024-09-08,,line,
Server Load 10,58.57,2024-09-09,,line,
Server Load 10,62.61,2024-09-10,,line,
Server Load 10,65.94,2024-09-11,,line,
Server Load 10,61.43,2024-09-12,,line,
Server Load 10,57.10,2024-09-13,,line,
Server Load 10,56.61,2024-09-14,,line,
Server Load 10,59.43,2024-09-15,,line,
Server Load 10,59.17,2024-09-16,,line,
Server Load 10,55.24,2024-09-17,,line,
Server Load 10,58.33,2024-09-18,,line,
Server Load 10,62.62,2024-09-19,,line,
Server Load 10,58.58,2024-09-20,,line,
Server Load 10,54.58,2024-09-21,,line,
Server Load 10,55.33,2024-09-22,,line,
Server Load 10,52.60,2024-09-23,,line,
Server Load 10,47.86,2024-09-24,,line,
Server Load 10,45.89,2024-09-25,,line,
Server Load 10,43.60,2024-09-26,,line,
Server Load 10,38.64,2024-09-27,,line,
Server Load 10,38.58,2024-09-28,,line,
Server Load 10,37.54,2024-09-29,,line,
Server Load 10,37.37,2024-09-30,,line,
Server Load 10,34.59,2024-10-01,,line,
Server Load 10,32.76,2024-10-02,,line,
Server Load 10,37.04,2024-10-03,,line,
Server Load 10,37.87,2024-10-04,,line,
Server Load 10,36.46,2024-10-05,,line,
Server Load 10,40.16,2024-10-06,,line,
Server Load 10,43.17,2024-10-07,,line,
Server Load 10,46.34,2024-10-08,,line,
Server Load 10,48.93,2024-10-09,,line,
Server Load 10,53.76,2024-10-10,,line,
Server Load 10,57.34,2024-10-11,,line,
Server Load 10,57.26,2024-10-12,,line,
Server Load 10,61.41,2024-10-13,,line,
Server Load 10,62.76,2024-10-14,,line,
Server Load 10,58.88,2024-10-15,,line,
Server Load 10,58.73,2024-10-16,,line,
Server Load 10,56.91,2024-10-17,,line,
Server Load 10,53.20,2024-10-18,,line,
Server Load 10,56.60,2024-10-19,,line,
Server Load 10,59.90,2024-10-20,,line,
Server Load 10,57.38,2024-10-21,,line,
Server Load 10,53.84,2024-10-22,,line,
Server Load 10,58.33,2024-10-23,,line,
Server Load 10,53.39,2024-10-24,,line,
Server Load 10,55.88,2024-10-25,,line,
Server Load 10,56.98,2024-10-26,,line,
Server Load 10,55.67,2024-10-27,,line,
Server Load 10,58.69,2024-10-28,,line,
Server Load 10,53.77,2024-10-29,,line,
Server Load 10,57.52,2024-10-30,,line,
Server Load 10,55.01,2024-10-31,,line,
Server Load 10,57.92,2024-11-01,,line,
Server Load 10,60.61,2024-11-02,,line,
Server Load 10,62.22,2024-11-03,,line,
Server Load 10,62.47,2024-11-04,,line,
Server Load 10,62.75,2024-11-05,,line,
Server Load 10,66.44,2024-11-06,,line,
Server Load 10,61.95,2024-11-07,,line,
Server Load 10,57.50,2024-11-08,,line,
Active Users 1,1045,2024-08-01,,area,
Active Users 1,1045,2024-08-02,,area,
Active Users 1,1025,2024-08-03,,area,
Active Users 1,1007,2024-08-04,,area,
Active Users 1,1051,2024-08-05,,area,
Active Users 1,1047,2024-08-06,,area,
Active Users 1,1026,2024-08-07,,area,
Active Users 1,1077,2024-08-08,,area,
Active Users 1,1082,2024-08-09,,area,
Active Users 1,1135,2024-08-10,,area,
Active Users 1,1115,2024-08-11,,area,
Active Users 1,1125,2024-08-12,,area,
Active Users 1,1142,2024-08-13,,area,
Active Users 1,1122,2024-08-14,,area,
Active Users 1,1091,2024-08-15,,area,
Active Users 1,1135,2024-08-16,,area,
Active Users 1,1106,2024-08-17,,area,
Active Users 1,1131,2024-08-18,,area,
Active Users 1,1171,2024-08-19,,area,
Active Users 1,1180,2024-08-20,,area,
Active Users 1,1147,2024-08-21,,area,
Active Users 1,1204,2024-08-22,,area,
Active Users 1,1208,2024-08-23,,area,
Active Users 1,1204,2024-08-24,,area,
Active Users 1,1167,2024-08-25,,area,
Active Users 1,1197,2024-08-26,,area,
Active Users 1,1242,2024-08-27,,area,
Active Users 1,1208,2024-08-28,,area,
Active Users 1,1224,2024-08-29,,area,
Active Users 1,1249,2024-08-30,,area,
Active Users 1,1270,2024-08-31,,area,
Active Users 1,1257,2024-09-01,,area,
Active Users 1,1223,2024-09-02,,area,
Active Users 1,1191,2024-09-03,,area,
Active Users 1,1190,2024-09-04,,area,
Active Users 1,1230,2024-09-05,,area,
Active Users 1,1192,2024-09-06,,area,
Active Users 1,1212,2024-09-07,,area,
Active Users 1,1187,2024-09-08,,area,
Active Users 1,1193,2024-09-09,,area,
Active Users 1,1185,2024-09-10,,area,
Active Users 1,1238,2024-09-11,,area,
Active Users 1,1234,2024-09-12,,area,
Active Users 1,1238,2024-09-13,,area,
Active Users 1,1208,2024-09-14,,area,
Active Users 1,1184,2024-09-15,,area,
Active Users 1,1239,2024-09-16,,area,
Active Users 1,1239,2024-09-17,,area,
Active Users 1,1243,2024-09-18,,area,
Active Users 1,1226,2024-09-19,,area,
Active Users 1,1199,2024-09-20,,area,
Active Users 1,1205,2024-09-21,,area,
Active Users 1,1177,2024-09-22,,area,
Active Users 1,1146,2024-09-23,,area,
Active Users 1,1166,2024-09-24,,area,
Active Users 1,1132,2024-09-25,,area,
Active Users 1,1179,2024-09-26,,area,
Active Users 1,1147,2024-09-27,,area,
Active Users 1,1139,2024-09-28,,area,
Active Users 1,1112,2024-09-29,,area,
Active Users 1,1078,2024-09-30,,area,
Active Users 1,1110,2024-10-01,,area,
Active Users 1,1082,2024-10-02,,area,
Active Users 1,1046,2024-10-03,,area,
Active Users 1,1088,2024-10-04,,area,
Active Users 1,1099,2024-10-05,,area,
Active Users 1,1145,2024-10-06,,area,
Active Users 1,1108,2024-10-07,,area,
Active Users 1,1163,2024-10-08,,area,
Active Users 1,1184,2024-10-09,,area,
Active Users 1,1157,2024-10-10,,area,
Active Users 1,1132,2024-10-11,,area,
Active Users 1,1142,2024-10-12,,area,
Active Users 1,1104,2024-10-13,,area,
Active Users 1,1140,2024-10-14,,area,
Active Users 1,1113,2024-10-15,,area,
Active Users 1,1147,2024-10-16,,area,
Active Users 1,1186,2024-10-17,,area,
Active Users 1,1150,2024-10-18,,area,
Active Users 1,1186,2024-10-19,,area,
Active Users 1,1223,2024-10-20,,area,
Active Users 1,1246,2024-10-21,,area,
Active Users 1,1298,2024-10-22,,area,
Active Users 1,1276,2024-10-23,,area,
Active Users 1,1263,2024-10-24,,area,
Active Users 1,1286,2024-10-25,,area,
Active Users 1,1333,2024-10-26,,area,
Active Users 1,1385,2024-10-27,,area,
Active Users 1,1358,2024-10-28,,area,
Active Users 1,1329,2024-10-29,,area,
Active Users 1,1297,2024-10-30,,area,
Active Users 1,1281,2024-10-31,,area,
Active Users 1,1274,2024-11-01,,area,
Active Users 1,1279,2024-11-02,,area,
Active Users 1,1330,2024-11-03,,area,
Active Users 1,1378,2024-11-04,,area,
Active Users 1,1363,2024-11-05,,area,
Active Users 1,1373,2024-11-06,,area,
Active Users 1,1406,2024-11-07,,area,
Active Users 1,1412,2024-11-08,,area,
Active Users 2,969,2024-08-01,,area,
Active Users 2,977,2024-08-02,,area,
Active Users 2,970,2024-08-03,,area,
Active Users 2,941,2024-08-04,,area,
Active Users 2,935,2024-08-05,,area,
Active Users 2,931,2024-08-06,,area,
Active Users 2,990,2024-08-07,,area,
Active Users 2,957,2024-08-08,,area,
Active Users 2,956,2024-08-09,,area,
Active Users 2,934,2024-08-10,,area,
Active Users 2,907,2024-08-11,,area,
Active Users 2,948,2024-08-12,,area,
Active Users 2,978,2024-08-13,,area,
Active Users 2,1001,2024-08-14,,area,
Active Users 2,1002,2024-08-15,,area,
Active Users 2,963,2024-08-16,,area,
Active Users 2,926,2024-08-17,,area,
Active Users 2,984,2024-08-18,,area,
Active Users 2,964,2024-08-19,,area,
Active Users 2,928,2024-08-20,,area,
Active Users 2,987,2024-08-21,,area,
Active Users 2,997,2024-08-22,,area,
Active Users 2,978,2024-08-23,,area,
Active Users 2,968,2024-08-24,,area,
Active Users 2,946,2024-08-25,,area,
Active Users 2,954,2024-08-26,,area,
Active Users 2,1014,2024-08-27,,area,
Active Users 2,1045,2024-08-28,,area,
Active Users 2,1034,2024-08-29,,area,
Active Users 2,1016,2024-08-30,,area,
Active Users 2,983,2024-08-31,,area,
Active Users 2,964,2024-09-01,,area,
Active Users 2,930,2024-09-02,,area,
Active Users 2,964,2024-09-03,,area,
Active Users 2,1019,2024-09-04,,area,
Active Users 2,1055,2024-09-05,,area,
Active Users 2,1043,2024-09-06,,area,
Active Users 2,1029,2024-09-07,,area,
Active Users 2,1017,2024-09-08,,area,
Active Users 2,978,2024-09-09,,area,
Active Users 2,1017,2024-09-10,,area,
Active Users 2,1044,2024-09-11,,area,
Active Users 2,1047,2024-09-12,,area,
Active Users 2,1081,2024-09-13,,area,
Active Users 2,1141,2024-09-14,,area,
Active Users 2,1132,2024-09-15,,area,
Active Users 2,1126,2024-09-16,,area,
Active Users 2,1155,2024-09-17,,area,
Active Users 2,1202,2024-09-18,,area,
Active Users 2,1183,2024-09-19,,area,
Active Users 2,1187,2024-09-20,,area,
Active Users 2,1169,2024-09-21,,area,
Active Users 2,1156,2024-09-22,,area,
Active Users 2,1154,2024-09-23,,area,
Active Users 2,1214,2024-09-24,,area,
Active Users 2,1218,2024-09-25,,area,
Active Users 2,1274,2024-09-26,,area,
Active Users 2,1328,2024-09-27,,area,
Active Users 2,1364,2024-09-28,,area,
Active Users 2,1329,2024-09-29,,area,
Active Users 2,1347,2024-09-30,,area,
Active Users 2,1370,2024-10-01,,area,
Active Users 2,1400,2024-10-02,,area,
Active Users 2,1420,2024-10-03,,area,
Active Users 2,1478,2024-10-04,,area,
Active Users 2,1482,2024-10-05,,area,
Active Users 2,1526,2024-10-06,,area,
Active Users 2,1586,2024-10-07,,area,
Active Users 2,1561,2024-10-08,,area,
Active Users 2,1580,2024-10-09,,area,
Active Users 2,1623,2024-10-10,,area,
Active Users 2,1646,2024-10-11,,area,
Active Users 2,1616,2024-10-12,,area,
Active Users 2,1585,2024-10-13,,area,
Active Users 2,1630,2024-10-14,,area,
Active Users 2,1610,2024-10-15,,area,
Active Users 2,1607,2024-10-16,,area,
Active Users 2,1660,2024-10-17,,area,
Active Users 2,1623,2024-10-18,,area,
Active Users 2,1583,2024-10-19,,area,
Active Users 2,1545,2024-10-20,,area,
Active Users 2,1572,2024-10-21,,area,
Active Users 2,1615,2024-10-22,,area,
Active Users 2,1649,2024-10-23,,area,
Active Users 2,1638,2024-10-24,,area,
Active Users 2,1668,2024-10-25,,area,
Active Users 2,1632,2024-10-26,,area,
Active Users 2,1692,2024-10-27,,area,
Active Users 2,1741,2024-10-28,,area,
Active Users 2,1734,2024-10-29,,area,
Active Users 2,1710,2024-10-30,,area,
Active Users 2,1766,2024-10-31,,area,
Active Users 2,1803,2024-11-01,,area,
Active Users 2,1824,2024-11-02,,area,
Active Users 2,1871,2024-11-03,,area,
Active Users 2,1855,2024-11-04,,area,
Active Users 2,1862,2024-11-05,,area,
Active Users 2,1903,2024-11-06,,area,
Active Users 2,1880,2024-11-07,,area,
Active Users 2,1888,2024-11-08,,area,
Active Users 3,1039,2024-08-01,,area,
Active Users 3,1013,2024-08-02,,area,
Active Users 3,1056,2024-08-03,,area,
Active Users 3,1048,2024-08-04,,area,
Active Users 3,1018,2024-08-05,,area,
Active Users 3,1009,2024-08-06,,area,
Active Users 3,998,2024-08-07,,area,
Active Users 3,1054,2024-08-08,,area,
Active Users 3,1062,2024-08-09,,area,
Active Users 3,1078,2024-08-10,,area,
Active Users 3,1114,2024-08-11,,area,
Active Users 3,1093,2024-08-12,,area,
Active Users 3,1152,2024-08-13,,area,
Active Users 3,1174,2024-08-14,,area,
Active Users 3,1169,2024-08-15,,area,
Active Users 3,1137,2024-08-16,,area,
Active Users 3,1180,2024-08-17,,area,
Active Users 3,1163,2024-08-18,,area,
Active Users 3,1196,2024-08-19,,area,
Active Users 3,1226,2024-08-20,,area,
Active Users 3,1218,2024-08-21,,area,
Active Users 3,1178,2024-08-22,,area,
Active Users 3,1156,2024-08-23,,area,
Active Users 3,1210,2024-08-24,,area,
Active Users 3,1199,2024-08-25,,area,
Active Users 3,1196,2024-08-26,,area,
Active Users 3,1249,2024-08-27,,area,
Active Users 3,1222,2024-08-28,,area,
Active Users 3,1227,2024-08-29,,area,
Active Users 3,1241,2024-08-30,,area,
Active Users 3,1281,2024-08-31,,area,
Active Users 3,1338,2024-09-01,,area,
Active Users 3,1318,2024-09-02,,area,
Active Users 3,1377,2024-09-03,,area,
Active Users 3,1381,2024-09-04,,area,
Active Users 3,1376,2024-09-05,,area,
Active Users 3,1425,2024-09-06,,area,
Active Users 3,1463,2024-09-07,,area,
Active Users 3,1448,2024-09-08,,area,
Active Users 3,1413,2024-09-09,,area,
Active Users 3,1398,2024-09-10,,area,
Active Users 3,1451,2024-09-11,,area,
Active Users 3,1473,2024-09-12,,area,
Active Users 3,1438,2024-09-13,,area,
Active Users 3,1399,2024-09-14,,area,
Active Users 3,1418,2024-09-15,,area,
Active Users 3,1432,2024-09-16,,area,
Active Users 3,1400,2024-09-17,,area,
Active Users 3,1432,2024-09-18,,area,
Active Users 3,1402,2024-09-19,,area,
Active Users 3,1439,2024-09-20,,area,
Active Users 3,1447,2024-09-21,,area,
Active Users 3,1414,2024-09-22,,area,
Active Users 3,1446,2024-09-23,,area,
Active Users 3,1447,2024-09-24,,area,
Active Users 3,1487,2024-09-25,,area,
Active Users 3,1490,2024-09-26,,area,
Active Users 3,1538,2024-09-27,,area,
Active Users 3,1572,2024-09-28,,area,
Active Users 3,1611,2024-09-29,,area,
Active Users 3,1597,2024-09-30,,area,
Active Users 3,1596,2024-10-01,,area,
Active Users 3,1609,2024-10-02,,area,
Active Users 3,1613,2024-10-03,,area,
Active Users 3,1595,2024-10-04,,area,
Active Users 3,1596,2024-10-05,,area,
Active Users 3,1608,2024-10-06,,area,
Active Users 3,1570,2024-10-07,,area,
Active Users 3,1543,2024-10-08,,area,
Active Users 3,1600,2024-10-09,,area,
Active Users 3,1599,2024-10-10,,area,
Active Users 3,1646,2024-10-11,,area,
Active Users 3,1639,2024-10-12,,area,
Active Users 3,1680,2024-10-13,,area,
Active Users 3,1652,2024-10-14,,area,
Active Users 3,1683,2024-10-15,,area,
Active Users 3,1727,2024-10-16,,area,
Active Users 3,1785,2024-10-17,,area,
Active Users 3,1813,2024-10-18,,area,
Active Users 3,1779,2024-10-19,,area,
Active Users 3,1782,2024-10-20,,area,
Active Users 3,1810,2024-10-21,,area,
Active Users 3,1862,2024-10-22,,area,
Active Users 3,1853,2024-10-23,,area,
Active Users 3,1871,2024-10-24,,area,
Active Users 3,1847,2024-10-25,,area,
Active Users 3,1833,2024-10-26,,area,
Active Users 3,1852,2024-10-27,,area,
Active Users 3,1825,2024-10-28,,area,
Active Users 3,1844,2024-10-29,,area,
Active Users 3,1871,2024-10-30,,area,
Active Users 3,1848,2024-10-31,,area,
Active Users 3,1860,2024-11-01,,area,
Active Users 3,1846,2024-11-02,,area,
Active Users 3,1806,2024-11-03,,area,
Active Users 3,1836,2024-11-04,,area,
Active Users 3,1863,2024-11-05,,area,
Active Users 3,1911,2024-11-06,,area,
Active Users 3,1941,2024-11-07,,area,
Active Users 3,1950,2024-11-08,,area,
Active Users 4,1050,2024-08-01,,area,
Active Users 4,1101,2024-08-02,,area,
Active Users 4,1063,2024-08-03,,area,
Active Users 4,1066,2024-08-04,,area,
Active Users 4,1077,2024-08-05,,area,
Active Users 4,1042,2024-08-06,,area,
Active Users 4,1026,2024-08-07,,area,
Active Users 4,1007,2024-08-08,,area,
Active Users 4,1013,2024-08-09,,area,
Active Users 4,1057,2024-08-10,,area,
Active Users 4,1075,2024-08-11,,area,
Active Users 4,1064,2024-08-12,,area,
Active Users 4,1115,2024-08-13,,area,
Active Users 4,1099,2024-08-14,,area,
Active Users 4,1088,2024-08-15,,area,
Active Users 4,1141,2024-08-16,,area,
Active Users 4,1143,2024-08-17,,area,
Active Users 4,1188,2024-08-18,,area,
Active Users 4,1205,2024-08-19,,area,
Active Users 4,1177,2024-08-20,,area,
Active Users 4,1213,2024-08-21,,area,
Active Users 4,1245,2024-08-22,,area,
Active Users 4,1231,2024-08-23,,area,
Active Users 4,1252,2024-08-24,,area,
Active Users 4,1240,2024-08-25,,area,
Active Users 4,1207,2024-08-26,,area,
Active Users 4,1171,2024-08-27,,area,
Active Users 4,1208,2024-08-28,,area,
Active Users 4,1235,2024-08-29,,area,
Active Users 4,1285,2024-08-30,,area,
Active Users 4,1269,2024-08-31,,area,
Active Users 4,1282,2024-09-01,,area,
Active Users 4,1270,2024-09-02,,area,
Active Users 4,1267,2024-09-03,,area,
Active Users 4,1271,2024-09-04,,area,
Active Users 4,1290,2024-09-05,,area,
Active Users 4,1287,2024-09-06,,area,
Active Users 4,1252,2024-09-07,,area,
Active Users 4,1271,2024-09-08,,area,
Active Users 4,1263,2024-09-09,,area,
Active Users 4,1297,2024-09-10,,area,
Active Users 4,1346,2024-09-11,,area,
Active Users 4,1325,2024-09-12,,area,
Active Users 4,1310,2024-09-13,,area,
Active Users 4,1321,2024-09-14,,area,
Active Users 4,1289,2024-09-15,,area,
Active Users 4,1340,2024-09-16,,area,
Active Users 4,1340,2024-09-17,,area,
Active Users 4,1301,2024-09-18,,area,
Active Users 4,1332,2024-09-19,,area,
Active Users 4,1379,2024-09-20,,area,
Active Users 4,1366,2024-09-21,,area,
Active Users 4,1409,2024-09-22,,area,
Active Users 4,1443,2024-09-23,,area,
Active Users 4,1403,2024-09-24,,area,
Active Users 4,1432,2024-09-25,,area,
Active Users 4,1426,2024-09-26,,area,
Active Users 4,1447,2024-09-27,,area,
Active Users 4,1445,2024-09-28,,area,
Active Users 4,1431,2024-09-29,,area,
Active Users 4,1468,2024-09-30,,area,
Active Users 4,1439,2024-10-01,,area,
Active Users 4,1400,2024-10-02,,area,
Active Users 4,1363,2024-10-03,,area,
Active Users 4,1326,2024-10-04,,area,
Active Users 4,1292,2024-10-05,,area,
Active Users 4,1315,2024-10-06,,area,
Active Users 4,1347,2024-10-07,,area,
Active Users 4,1363,2024-10-08,,area,
Active Users 4,1334,2024-10-09,,area,
Active Users 4,1307,2024-10-10,,area,
Active Users 4,1275,2024-10-11,,area,
Active Users 4,1311,2024-10-12,,area,
Active Users 4,1365,2024-10-13,,area,
Active Users 4,1371,2024-10-14,,area,
Active Users 4,1372,2024-10-15,,area,
Active Users 4,1414,2024-10-16,,area,
Active Users 4,1410,2024-10-17,,area,
Active Users 4,1422,2024-10-18,,area,
Active Users 4,1404,2024-10-19,,area,
Active Users 4,1423,2024-10-20,,area,
Active Users 4,1407,2024-10-21,,area,
Active Users 4,1457,2024-10-22,,area,
Active Users 4,1451,2024-10-23,,area,
Active Users 4,1448,2024-10-24,,area,
Active Users 4,1409,2024-10-25,,area,
Active Users 4,1398,2024-10-26,,area,
Active Users 4,1427,2024-10-27,,area,
Active Users 4,1475,2024-10-28,,area,
Active Users 4,1512,2024-10-29,,area,
Active Users 4,1485,2024-10-30,,area,
Active Users 4,1512,2024-10-31,,area,
Active Users 4,1507,2024-11-01,,area,
Active Users 4,1497,2024-11-02,,area,
Active Users 4,1503,2024-11-03,,area,
Active Users 4,1478,2024-11-04,,area,
Active Users 4,1502,2024-11-05,,area,
Active Users 4,1538,2024-11-06,,area,
Active Users 4,1557,2024-11-07,,area,
Active Users 4,1572,2024-11-08,,area,
Active Users 5,1057,2024-08-01,,area,
Active Users 5,1071,2024-08-02,,area,
Active Users 5,1103,2024-08-03,,area,
Active Users 5,1083,2024-08-04,,area,
Active Users 5,1043,2024-08-05,,area,
Active Users 5,1033,2024-08-06,,area,
Active Users 5,1020,2024-08-07,,area,
Active Users 5,1006,2024-08-08,,area,
Active Users 5,1027,2024-08-09,,area,
Active Users 5,1024,2024-08-10,,area,
Active Users 5,997,2024-08-11,,area,
Active Users 5,1035,2024-08-12,,area,
Active Users 5,1041,2024-08-13,,area,
Active Users 5,1084,2024-08-14,,area,
Active Users 5,1077,2024-08-15,,area,
Active Users 5,1085,2024-08-16,,area,
Active Users 5,1115,2024-08-17,,area,
Active Users 5,1121,2024-08-18,,area,
Active Users 5,1083,2024-08-19,,area,
Active Users 5,1107,2024-08-20,,area,
Active Users 5,1081,2024-08-21,,area,
Active Users 5,1097,2024-08-22,,area,
Active Users 5,1062,2024-08-23,,area,
Active Users 5,1047,2024-08-24,,area,
Active Users 5,1018,2024-08-25,,area,
Active Users 5,990,2024-08-26,,area,
Active Users 5,984,2024-08-27,,area,
Active Users 5,945,2024-08-28,,area,
Active Users 5,993,2024-08-29,,area,
Active Users 5,981,2024-08-30,,area,
Active Users 5,948,2024-08-31,,area,
Active Users 5,954,2024-09-01,,area,
Active Users 5,963,2024-09-02,,area,
Active Users 5,1013,2024-09-03,,area,
Active Users 5,995,2024-09-04,,area,
Active Users 5,994,2024-09-05,,area,
Active Users 5,1007,2024-09-06,,area,
Active Users 5,1053,2024-09-07,,area,
Active Users 5,1092,2024-09-08,,area,
Active Users 5,1130,2024-09-09,,area,
Active Users 5,1159,2024-09-10,,area,
Active Users 5,1219,2024-09-11,,area,
Active Users 5,1219,2024-09-12,,area,
Active Users 5,1233,2024-09-13,,area,
Active Users 5,1293,2024-09-14,,area,
Active Users 5,1333,2024-09-15,,area,
Active Users 5,1368,2024-09-16,,area,
Active Users 5,1393,2024-09-17,,area,
Active Users 5,1355,2024-09-18,,area,
Active Users 5,1399,2024-09-19,,area,
Active Users 5,1423,2024-09-20,,area,
Active Users 5,1390,2024-09-21,,area,
Active Users 5,1433,2024-09-22,,area,
Active Users 5,1394,2024-09-23,,area,
Active Users 5,1400,2024-09-24,,area,
Active Users 5,1450,2024-09-25,,area,
Active Users 5,1487,2024-09-26,,area,
Active Users 5,1471,2024-09-27,,area,
Active Users 5,1477,2024-09-28,,area,
Active Users 5,1509,2024-09-29,,area,
Active Users 5,1538,2024-09-30,,area,
Active Users 5,1502,2024-10-01,,area,
Active Users 5,1533,2024-10-02,,area,
Active Users 5,1517,2024-10-03,,area,
Active Users 5,1495,2024-10-04,,area,
Active Users 5,1480,2024-10-05,,area,
Active Users 5,1444,2024-10-06,,area,
Active Users 5,1441,2024-10-07,,area,
Active Users 5,1404,2024-10-08,,area,
Active Users 5,1453,2024-10-09,,area,
Active Users 5,1465,2024-10-10,,area,
Active Users 5,1522,2024-10-11,,area,
Active Users 5,1495,2024-10-12,,area,
Active Users 5,1477,2024-10-13,,area,
Active Users 5,1455,2024-10-14,,area,
Active Users 5,1424,2024-10-15,,area,
Active Users 5,1431,2024-10-16,,area,
Active Users 5,1442,2024-10-17,,area,
Active Users 5,1487,2024-10-18,,area,
Active Users 5,1476,2024-10-19,,area,
Active Users 5,1473,2024-10-20,,area,
Active Users 5,1501,2024-10-21,,area,
Active Users 5,1489,2024-10-22,,area,
Active Users 5,1495,2024-10-23,,area,
Active Users 5,1476,2024-10-24,,area,
Active Users 5,1531,2024-10-25,,area,
Active Users 5,1509,2024-10-26,,area,
Active Users 5,1504,2024-10-27,,area,
Active Users 5,1550,2024-10-28,,area,
Active Users 5,1540,2024-10-29,,area,
Active Users 5,1501,2024-10-30,,area,
Active Users 5,1470,2024-10-31,,area,
Active Users 5,1485,2024-11-01,,area,
Active Users 5,1520,2024-11-02,,area,
Active Users 5,1533,2024-11-03,,area,
Active Users 5,1510,2024-11-04,,area,
Active Users 5,1538,2024-11-05,,area,
Active Users 5,1505,2024-11-06,,area,
Active Users 5,1521,2024-11-07,,area,
Active Users 5,1546,2024-11-08,,area,
Active Users 6,1058,2024-08-01,,area,
Active Users 6,1114,2024-08-02,,area,
Active Users 6,1136,2024-08-03,,area,
Active Users 6,1187,2024-08-04,,area,
Active Users 6,1214,2024-08-05,,area,
Active Users 6,1186,2024-08-06,,area,
Active Users 6,1153,2024-08-07,,area,
Active Users 6,1159,2024-08-08,,area,
Active Users 6,1175,2024-08-09,,area,
Active Users 6,1205,2024-08-10,,area,
Active Users 6,1248,2024-08-11,,area,
Active Users 6,1287,2024-08-12,,area,
Active Users 6,1289,2024-08-13,,area,
Active Users 6,1300,2024-08-14,,area,
Active Users 6,1291,2024-08-15,,area,
Active Users 6,1324,2024-08-16,,area,
Active Users 6,1293,2024-08-17,,area,
Active Users 6,1309,2024-08-18,,area,
Active Users 6,1367,2024-08-19,,area,
Active Users 6,1364,2024-08-20,,area,
Active Users 6,1347,2024-08-21,,area,
Active Users 6,1400,2024-08-22,,area,
Active Users 6,1368,2024-08-23,,area,
Active Users 6,1417,2024-08-24,,area,
Active Users 6,1436,2024-08-25,,area,
Active Users 6,1461,2024-08-26,,area,
Active Users 6,1427,2024-08-27,,area,
Active Users 6,1429,2024-08-28,,area,
Active Users 6,1473,2024-08-29,,area,
Active Users 6,1472,2024-08-30,,area,
Active Users 6,1463,2024-08-31,,area,
Active Users 6,1445,2024-09-01,,area,
Active Users 6,1482,2024-09-02,,area,
Active Users 6,1500,2024-09-03,,area,
Active Users 6,1518,2024-09-04,,area,
Active Users 6,1513,2024-09-05,,area,
Active Users 6,1477,2024-09-06,,area,
Active Users 6,1494,2024-09-07,,area,
Active Users 6,1469,2024-09-08,,area,
Active Users 6,1466,2024-09-09,,area,
Active Users 6,1474,2024-09-10,,area,
Active Users 6,1533,2024-09-11,,area,
Active Users 6,1554,2024-09-12,,area,
Active Users 6,1555,2024-09-13,,area,
Active Users 6,1583,2024-09-14,,area,
Active Users 6,1620,2024-09-15,,area,
Active Users 6,1632,2024-09-16,,area,
Active Users 6,1683,2024-09-17,,area,
Active Users 6,1707,2024-09-18,,area,
Active Users 6,1742,2024-09-19,,area,
Active Users 6,1791,2024-09-20,,area,
Active Users 6,1772,2024-09-21,,area,
Active Users 6,1767,2024-09-22,,area,
Active Users 6,1756,2024-09-23,,area,
Active Users 6,1740,2024-09-24,,area,
Active Users 6,1764,2024-09-25,,area,
Active Users 6,1765,2024-09-26,,area,
Active Users 6,1796,2024-09-27,,area,
Active Users 6,1825,2024-09-28,,area,
Active Users 6,1848,2024-09-29,,area,
Active Users 6,1871,2024-09-30,,area,
Active Users 6,1857,2024-10-01,,area,
Active Users 6,1897,2024-10-02,,area,
Active Users 6,1907,2024-10-03,,area,
Active Users 6,1913,2024-10-04,,area,
Active Users 6,1890,2024-10-05,,area,
Active Users 6,1894,2024-10-06,,area,
Active Users 6,1918,2024-10-07,,area,
Active Users 6,1902,2024-10-08,,area,
Active Users 6,1863,2024-10-09,,area,
Active Users 6,1882,2024-10-10,,area,
Active Users 6,1938,2024-10-11,,area,
Active Users 6,1951,2024-10-12,,area,
Active Users 6,1968,2024-10-13,,area,
Active Users 6,1945,2024-10-14,,area,
Active Users 6,1986,2024-10-15,,area,
Active Users 6,2007,2024-10-16,,area,
Active Users 6,2001,2024-10-17,,area,
Active Users 6,2006,2024-10-18,,area,
Active Users 6,2011,2024-10-19,,area,
Active Users 6,2032,2024-10-20,,area,
Active Users 6,2042,2024-10-21,,area,
Active Users 6,2027,2024-10-22,,area,
